delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_minutes,expected_time_minutes,delayed,delivery_status,delivery_rating,delivery_cost,Traffic_Level,Peak_Hour,Rider_Workload,ETA_Minutes,Delay_Risk,Delivery_Intelligence_Score
17136,fedex,clothing,Scooter,Scheduled,west,foggy,5.79,2.91,26,22,yes,delayed,2,66.32,Medium,No,4,22,Medium,88
17137,amazon logistics,automobile parts,EV Scooter,Priority,west,hot,9.83,5.34,28,30,no,delivered,5,106.64,High,Yes,2,30,Low,97
17138,xpressbees,clothing,Bike,Instant,west,hot,4.79,3.37,34,24,no,delivered,4,58.32,Medium,Yes,1,24,High,79
17139,blue dart,fragile items,Bike,Priority,south,cold,8.64,2.15,37,27,no,delivered,5,89.12,Low,Yes,4,27,High,76
17140,amazon logistics,pharmacy,EV Scooter,Scheduled,south,clear,8.68,7.42,24,24,yes,delayed,2,89.44,Low,No,2,24,Low,98
17141,dhl,groceries,EV Scooter,Instant,north,foggy,1.33,5.5,27,18,yes,delayed,3,38.64,High,No,4,18,High,73
17142,shadowfax,automobile parts,Bike,Scheduled,north,clear,6.14,7.39,35,26,no,delivered,5,69.12,Medium,Yes,5,26,High,77
17143,xpressbees,groceries,Scooter,Scheduled,west,clear,6.14,6.31,31,23,yes,delayed,3,69.12,Medium,No,4,23,Medium,80
17144,ecom express,electronics,Scooter,Priority,central,rainy,4.52,4.82,24,19,no,delivered,4,56.16,Low,Yes,2,19,Medium,88
17145,ecom express,electronics,Scooter,Priority,south,hot,2.09,5.93,25,20,no,delivered,5,44.72,High,No,2,20,Medium,83
17146,amazon logistics,fragile items,EV Scooter,Instant,east,stormy,0.94,1.27,18,17,yes,delayed,2,27.52,Medium,Yes,5,17,Low,93
17147,fedex,groceries,Bike,Scheduled,south,foggy,9.56,2.57,24,25,yes,delayed,3,96.48,Low,No,1,25,Low,100
17148,dhl,fragile items,Bike,Scheduled,central,foggy,2.78,0.98,21,16,no,delivered,5,42.24,Low,Yes,2,16,Medium,88
17149,dhl,electronics,Scooter,Scheduled,central,cold,6.87,3.79,28,28,no,delivered,4,82.96,High,No,3,28,Low,92
17150,ecom express,electronics,Bike,Instant,central,rainy,8.88,6.16,31,30,no,delivered,5,99.04,High,Yes,2,30,Low,91
17151,blue dart,automobile parts,Scooter,Scheduled,north,foggy,8.07,4.91,39,30,yes,delayed,2,84.56,Medium,Yes,4,30,High,78
17152,fedex,clothing,EV Scooter,Scheduled,central,stormy,8.91,7.64,36,30,yes,failed,1,99.28,High,No,4,30,Medium,79
17153,xpressbees,cosmetics,EV Scooter,Instant,north,foggy,1.84,1.13,13,11,yes,delayed,2,34.72,Low,No,2,11,Low,94
17154,delhivery,groceries,Scooter,Instant,south,cold,4.02,4.3,19,19,no,delivered,4,52.16,Medium,No,5,19,Low,95
17155,shadowfax,furniture,Scooter,Scheduled,south,foggy,5.45,5.75,25,26,no,delivered,5,71.6,High,No,2,26,Low,95
17156,ekart,clothing,Scooter,Priority,west,stormy,1.24,6.95,23,13,no,delivered,5,29.92,Low,Yes,5,13,High,75
17157,ekart,documents,Bike,Scheduled,south,stormy,4.89,2.8,25,20,yes,delayed,2,59.12,Low,Yes,4,20,Medium,86
17158,shadowfax,cosmetics,EV Scooter,Priority,east,stormy,4.9,4.54,24,25,no,delivered,5,67.2,High,No,3,25,Low,94
17159,delhivery,furniture,EV Scooter,Scheduled,central,rainy,0.73,1.53,13,10,no,delivered,5,25.84,Low,No,3,10,Low,91
17160,blue dart,furniture,Bike,Scheduled,north,foggy,6.16,6.02,28,19,no,delivered,3,69.28,Low,No,1,19,High,81
17161,fedex,automobile parts,EV Scooter,Priority,central,cold,0.51,1.9,13,12,yes,delayed,2,24.08,Low,Yes,5,12,Low,93
17162,shadowfax,groceries,Bike,Instant,east,clear,4.73,7.5,20,17,no,delivered,3,57.84,Low,No,5,17,Low,89
17163,delhivery,fragile items,EV Scooter,Priority,east,cold,1.36,2.62,17,10,no,delivered,4,30.88,Low,No,5,10,Medium,81
17164,dhl,cosmetics,Scooter,Instant,east,rainy,3.77,4.76,25,18,yes,delayed,2,50.16,Low,Yes,3,18,Medium,83
17165,ekart,furniture,Scooter,Scheduled,north,stormy,2.04,5.29,14,12,no,delivered,4,36.32,Low,No,4,12,Low,92
17166,fedex,documents,Scooter,Instant,north,rainy,7.28,2.64,39,29,yes,delayed,3,86.24,High,No,3,29,High,72
17167,ekart,groceries,Bike,Priority,north,clear,5.73,4.99,35,29,yes,delayed,2,73.84,High,Yes,5,29,Medium,78
17168,delhivery,fragile items,EV Scooter,Scheduled,south,foggy,2.22,7.44,16,15,yes,delayed,3,37.76,Low,Yes,5,15,Low,93
17169,fedex,documents,Scooter,Scheduled,north,foggy,4.6,2.74,18,19,yes,delayed,3,56.8,Low,Yes,3,19,Low,99
17170,amazon logistics,pharmacy,EV Scooter,Priority,east,cold,9.6,1.85,36,29,no,delivered,5,96.8,Medium,No,2,29,Medium,84
17171,shadowfax,clothing,EV Scooter,Scheduled,east,rainy,1.44,3.83,12,11,no,delivered,4,31.52,Low,No,5,11,Low,93
17172,dhl,groceries,Scooter,Scheduled,west,rainy,8.05,6.33,32,22,no,delivered,5,84.4,Low,No,3,22,High,77
17173,fedex,automobile parts,EV Scooter,Scheduled,west,cold,7.39,5.21,34,30,no,delivered,5,87.12,High,Yes,2,30,Medium,85
17174,blue dart,furniture,Scooter,Priority,central,rainy,2.12,5.45,26,16,no,delivered,5,36.96,Medium,No,3,16,High,77
17175,ekart,fragile items,Bike,Priority,north,clear,3.85,5.25,27,26,no,delivered,4,58.8,High,Yes,2,26,Low,91
17176,dhl,documents,EV Scooter,Priority,west,rainy,9.15,4.59,40,30,no,delivered,5,93.2,Medium,Yes,3,30,High,77
17177,shadowfax,cosmetics,Scooter,Scheduled,south,foggy,7.96,0.63,28,22,no,delivered,3,83.68,Low,No,4,22,Medium,84
17178,fedex,automobile parts,EV Scooter,Scheduled,central,rainy,5.46,4.92,31,26,no,delivered,5,71.68,High,No,4,26,Medium,81
17179,ecom express,automobile parts,Bike,Instant,central,clear,9.14,2.82,35,30,no,delivered,5,93.12,Medium,Yes,2,30,Medium,88
17180,shadowfax,groceries,Bike,Scheduled,north,foggy,7.37,1.13,37,30,no,delivered,4,86.96,High,Yes,1,30,Medium,80
17181,delhivery,cosmetics,EV Scooter,Priority,east,clear,7.02,0.72,40,30,no,delivered,4,84.16,High,Yes,4,30,High,71
17182,fedex,automobile parts,Bike,Scheduled,east,hot,5.87,2.19,28,23,no,delivered,5,66.96,Medium,No,3,23,Medium,87
17183,shadowfax,fragile items,Scooter,Instant,south,foggy,4.62,7.18,16,16,no,delivered,5,56.96,Low,No,3,16,Low,97
17184,delhivery,automobile parts,EV Scooter,Instant,south,hot,7.84,0.81,34,25,no,delivered,5,82.72,Low,Yes,3,25,High,79
17185,dhl,electronics,Scooter,Priority,north,foggy,5.28,4.51,28,21,no,delivered,5,62.24,Low,Yes,1,21,Medium,85
17186,amazon logistics,furniture,Bike,Instant,east,clear,2.51,5.92,21,16,no,delivered,4,40.08,Low,Yes,1,16,Medium,89
17187,dhl,fragile items,EV Scooter,Priority,west,cold,4.03,7.42,27,22,no,delivered,4,52.24,Medium,Yes,2,22,Medium,88
17188,fedex,cosmetics,Bike,Instant,west,hot,5.73,6.55,16,18,no,delivered,3,65.84,Low,No,1,18,Low,100
17189,blue dart,clothing,Bike,Scheduled,west,clear,1.27,1.51,30,21,no,delivered,4,38.16,High,Yes,1,21,High,76
17190,delhivery,pharmacy,EV Scooter,Priority,central,foggy,6.09,4.65,32,30,no,delivered,3,76.72,High,Yes,4,30,Low,87
17191,ekart,clothing,Bike,Instant,west,stormy,3.47,0.34,30,22,yes,failed,2,55.76,High,No,1,22,Medium,78
17192,xpressbees,electronics,Scooter,Scheduled,south,clear,7.62,7.15,28,30,no,delivered,5,88.96,High,Yes,3,30,Low,96
17193,ecom express,clothing,Bike,Priority,south,rainy,7.06,6.33,38,28,yes,delayed,3,76.48,Medium,Yes,1,28,High,79
17194,shadowfax,automobile parts,Bike,Instant,east,cold,4.97,3.71,31,24,no,delivered,5,59.76,Medium,Yes,2,24,Medium,84
17195,amazon logistics,documents,EV Scooter,Instant,east,hot,7.19,1.76,23,24,no,delivered,4,77.52,Low,Yes,3,24,Low,99
17196,shadowfax,furniture,Scooter,Scheduled,north,cold,1.39,1.7,20,22,no,delivered,3,39.12,High,Yes,2,22,Low,97
17197,shadowfax,documents,Scooter,Instant,south,cold,5.78,1.19,32,26,yes,delayed,2,74.24,High,No,5,26,Medium,78
17198,dhl,automobile parts,EV Scooter,Priority,west,foggy,0.92,3.13,18,17,no,delivered,4,27.36,Medium,Yes,2,17,Low,96
17199,delhivery,automobile parts,EV Scooter,Instant,north,hot,0.98,5.6,25,18,no,delivered,4,35.84,High,No,5,18,Medium,76
17200,dhl,pharmacy,Scooter,Instant,south,hot,9.93,3.52,35,26,no,delivered,4,99.44,Low,No,1,26,High,81
17201,amazon logistics,fragile items,Bike,Priority,south,stormy,3.73,4.79,25,26,yes,delayed,2,57.84,High,Yes,5,26,Low,92
17202,fedex,electronics,Scooter,Instant,east,stormy,2.75,6.18,24,17,yes,delayed,3,42,Medium,No,1,17,Medium,85
17203,xpressbees,automobile parts,EV Scooter,Priority,central,rainy,5.58,5.55,29,21,yes,delayed,2,64.64,Low,Yes,2,21,Medium,82
17204,delhivery,groceries,Bike,Priority,south,cold,8.18,5.81,28,26,no,delivered,5,85.44,Low,Yes,4,26,Low,92
17205,blue dart,groceries,EV Scooter,Priority,north,clear,6.24,4.17,31,26,no,delivered,3,69.92,Medium,Yes,3,26,Medium,87
17206,ekart,clothing,EV Scooter,Scheduled,north,rainy,2.55,5.27,30,24,yes,delayed,3,48.4,High,Yes,5,24,Medium,78
17207,dhl,fragile items,Bike,Priority,west,cold,5.7,1.76,31,26,no,delivered,3,73.6,High,No,5,26,Medium,80
17208,ecom express,clothing,Scooter,Scheduled,west,rainy,4.07,3.88,22,18,no,delivered,4,52.56,Low,Yes,2,18,Medium,90
17209,fedex,fragile items,EV Scooter,Priority,north,clear,9.45,0.23,34,29,no,delivered,3,95.6,Medium,No,4,29,Medium,86
17210,shadowfax,cosmetics,Scooter,Priority,west,hot,5.33,4.72,24,22,no,delivered,4,62.64,Medium,No,5,22,Low,91
17211,shadowfax,cosmetics,Scooter,Priority,central,rainy,6.03,4.06,29,22,no,delivered,4,68.24,Low,Yes,2,22,Medium,84
17212,dhl,electronics,Bike,Instant,central,clear,9.04,1.93,31,30,no,delivered,4,92.32,Medium,Yes,5,30,Low,93
17213,ecom express,cosmetics,Scooter,Priority,central,rainy,8.14,1.05,28,26,no,delivered,3,85.12,Low,Yes,4,26,Low,92
17214,ekart,automobile parts,Bike,Scheduled,central,hot,3.12,7.96,26,22,no,delivered,3,52.96,High,No,4,22,Medium,83
17215,delhivery,groceries,EV Scooter,Instant,west,clear,9.63,6.06,23,25,no,delivered,4,97.04,Low,No,4,25,Low,100
17216,xpressbees,furniture,Scooter,Priority,east,rainy,3.45,5.08,20,22,no,delivered,5,55.6,High,No,4,22,Low,95
17217,shadowfax,clothing,Bike,Priority,west,stormy,1.01,6.65,22,13,yes,delayed,2,28.08,Low,Yes,1,13,High,81
17218,ekart,furniture,Scooter,Scheduled,west,hot,1.41,5.05,22,22,yes,delayed,2,39.28,High,Yes,1,22,Low,94
17219,amazon logistics,cosmetics,EV Scooter,Priority,west,stormy,5.38,4.07,27,21,no,delivered,3,63.04,Low,Yes,4,21,Medium,84
17220,blue dart,documents,EV Scooter,Priority,south,clear,2.1,4.07,21,16,yes,delayed,3,36.8,Medium,No,1,16,Medium,89
17221,ekart,cosmetics,Bike,Instant,east,rainy,7.66,0.94,30,30,no,delivered,5,89.28,High,No,2,30,Low,93
17222,blue dart,electronics,Scooter,Instant,east,hot,2.04,4.61,24,20,no,delivered,5,44.32,High,No,3,20,Medium,84
17223,blue dart,cosmetics,Scooter,Scheduled,central,foggy,1.01,6.42,13,13,no,delivered,4,28.08,Low,Yes,1,13,Low,99
17224,xpressbees,pharmacy,EV Scooter,Instant,central,clear,5.74,3.47,31,22,yes,delayed,2,65.92,Medium,No,2,22,High,80
17225,xpressbees,documents,Bike,Instant,central,cold,6.34,2.62,40,30,no,delivered,3,78.72,High,Yes,3,30,High,72
17226,shadowfax,groceries,Bike,Priority,central,clear,5.6,0.65,32,29,no,delivered,5,72.8,High,Yes,4,29,Low,85
17227,amazon logistics,documents,Scooter,Scheduled,north,hot,6.44,1.4,24,23,yes,delayed,3,71.52,Low,Yes,3,23,Low,95
17228,delhivery,pharmacy,Bike,Scheduled,south,clear,8.47,3.36,36,26,no,delivered,3,87.76,Low,Yes,1,26,High,79
17229,shadowfax,pharmacy,Scooter,Scheduled,east,foggy,2.67,2.15,17,16,no,delivered,3,41.36,Low,Yes,5,16,Low,93
17230,blue dart,pharmacy,Bike,Priority,central,stormy,6.79,0.94,33,23,no,delivered,5,74.32,Low,Yes,5,23,High,75
17231,ecom express,clothing,Bike,Scheduled,north,rainy,1.98,6.39,17,15,yes,failed,1,35.84,Low,Yes,2,15,Low,94
17232,shadowfax,clothing,EV Scooter,Instant,west,clear,2.89,7.42,18,13,no,delivered,4,43.12,Low,No,1,13,Medium,89
17233,xpressbees,fragile items,EV Scooter,Priority,central,stormy,3.14,2.07,30,21,yes,delayed,2,45.12,Medium,Yes,3,21,High,79
17234,shadowfax,furniture,Scooter,Instant,north,foggy,5.13,0.9,27,21,no,delivered,4,61.04,Medium,No,5,21,Medium,83
17235,dhl,groceries,Scooter,Priority,south,rainy,3.15,7.4,22,14,no,delivered,4,45.2,Low,No,1,14,Medium,83
17236,xpressbees,documents,Scooter,Priority,west,cold,2.51,4.28,13,13,no,delivered,3,40.08,Low,No,1,13,Low,99
17237,amazon logistics,automobile parts,Bike,Instant,east,rainy,1.75,0.55,12,14,no,delivered,5,34,Low,Yes,4,14,Low,100
17238,blue dart,documents,EV Scooter,Scheduled,east,rainy,7.62,2.3,25,25,yes,delayed,2,80.96,Low,Yes,3,25,Low,97
17239,amazon logistics,cosmetics,Bike,Scheduled,south,hot,5.49,7.44,36,29,no,delivered,4,71.92,High,Yes,2,29,Medium,79
17240,xpressbees,cosmetics,Scooter,Scheduled,north,clear,1.54,4.35,21,11,no,delivered,3,32.32,Low,No,2,11,High,78
17241,delhivery,documents,Scooter,Instant,south,foggy,4.5,1.3,26,24,no,delivered,3,64,High,No,3,24,Low,88
17242,ecom express,electronics,EV Scooter,Scheduled,east,hot,9.56,2.84,32,30,yes,failed,2,104.48,High,Yes,4,30,Low,87
17243,blue dart,documents,EV Scooter,Instant,south,clear,3.92,3.21,24,15,no,delivered,4,51.36,Low,No,4,15,High,78
17244,shadowfax,documents,Scooter,Priority,central,clear,6.22,3.48,22,22,no,delivered,3,69.76,Low,Yes,3,22,Low,97
17245,blue dart,cosmetics,Bike,Instant,north,cold,2.36,1.64,14,15,no,delivered,4,38.88,Low,Yes,1,15,Low,100
17246,blue dart,furniture,Bike,Scheduled,west,hot,0.6,4.42,26,20,no,delivered,5,32.8,High,Yes,4,20,Medium,79
17247,shadowfax,groceries,Scooter,Scheduled,south,rainy,1.7,7.49,27,22,no,delivered,4,41.6,High,Yes,3,22,Medium,82
17248,xpressbees,furniture,Scooter,Scheduled,south,foggy,6.46,6.11,25,20,no,delivered,3,71.68,Low,No,3,20,Medium,87
17249,xpressbees,automobile parts,Bike,Instant,south,foggy,0.62,2.52,8,10,no,delivered,5,24.96,Low,No,5,10,Low,99
17250,dhl,automobile parts,EV Scooter,Priority,south,cold,0.84,6.75,16,13,no,delivered,4,26.72,Low,Yes,5,13,Low,89
17251,amazon logistics,electronics,EV Scooter,Priority,central,hot,2.47,1.36,15,12,yes,delayed,2,39.76,Low,No,1,12,Low,93
17252,delhivery,fragile items,EV Scooter,Priority,south,rainy,0.98,6.4,21,13,no,delivered,5,27.84,Low,Yes,1,13,Medium,83
17253,amazon logistics,groceries,EV Scooter,Priority,south,clear,9.4,3.73,36,28,no,delivered,5,95.2,Low,Yes,4,28,Medium,80
17254,ekart,cosmetics,EV Scooter,Scheduled,north,foggy,7.11,7.58,28,21,yes,delayed,2,76.88,Low,No,5,21,Medium,81
17255,shadowfax,automobile parts,Scooter,Priority,south,hot,2.58,1.24,29,20,no,delivered,4,40.64,Medium,Yes,4,20,High,78
17256,ecom express,furniture,Scooter,Scheduled,north,cold,1.75,5.18,16,15,no,delivered,3,34,Medium,No,4,15,Low,94
17257,ekart,pharmacy,Scooter,Priority,north,clear,7.31,2.46,28,25,yes,failed,1,78.48,Medium,No,3,25,Low,91
17258,dhl,groceries,EV Scooter,Scheduled,west,stormy,5.23,7.7,22,20,yes,delayed,2,61.84,Low,Yes,3,20,Low,93
17259,amazon logistics,electronics,Scooter,Priority,west,foggy,8.58,3.15,22,23,no,delivered,4,88.64,Low,No,4,23,Low,98
17260,amazon logistics,electronics,Bike,Priority,east,rainy,1.71,4.09,30,22,yes,delayed,2,41.68,High,Yes,3,22,Medium,76
17261,ekart,groceries,Scooter,Instant,south,stormy,8.82,6.56,22,24,no,delivered,5,90.56,Low,No,1,24,Low,100
17262,fedex,fragile items,EV Scooter,Scheduled,west,clear,2.82,4.35,30,21,no,delivered,3,50.56,High,No,4,21,High,73
17263,ekart,groceries,EV Scooter,Instant,north,clear,7.32,3.67,25,24,yes,delayed,2,78.56,Low,Yes,4,24,Low,94
17264,fedex,groceries,EV Scooter,Priority,west,stormy,0.89,2.19,16,10,yes,delayed,2,27.12,Low,No,1,10,Medium,87
17265,dhl,furniture,Scooter,Instant,west,rainy,7.88,2.47,28,22,no,delivered,3,83.04,Low,No,1,22,Medium,87
17266,delhivery,documents,EV Scooter,Instant,north,stormy,1.74,0.84,22,19,yes,delayed,2,41.92,High,No,3,19,Low,86
17267,ecom express,furniture,EV Scooter,Priority,west,cold,1.39,3.38,19,18,no,delivered,5,31.12,Medium,Yes,1,18,Low,97
17268,shadowfax,pharmacy,Bike,Instant,central,rainy,3.69,0.38,24,26,yes,delayed,3,57.52,High,Yes,5,26,Low,94
17269,fedex,fragile items,Scooter,Priority,west,hot,0.95,5.67,24,18,yes,delayed,3,35.6,High,No,4,18,Medium,79
17270,delhivery,cosmetics,EV Scooter,Priority,central,hot,2.91,7.62,18,13,no,delivered,3,43.28,Low,No,2,13,Medium,88
17271,delhivery,fragile items,Scooter,Priority,central,clear,2.37,6.52,21,12,no,delivered,5,38.96,Low,No,2,12,High,80
17272,fedex,furniture,EV Scooter,Scheduled,north,rainy,6.98,3.94,32,30,no,delivered,5,83.84,High,Yes,2,30,Low,89
17273,shadowfax,cosmetics,EV Scooter,Scheduled,central,rainy,8.34,7.33,29,30,no,delivered,5,94.72,High,Yes,2,30,Low,95
17274,ekart,clothing,Bike,Instant,north,cold,3.77,5.21,22,23,yes,delayed,2,58.16,High,No,1,23,Low,96
17275,xpressbees,clothing,EV Scooter,Scheduled,south,stormy,8.03,4.08,37,30,no,delivered,3,92.24,High,Yes,2,30,Medium,79
17276,dhl,automobile parts,Scooter,Instant,central,hot,2.69,2.2,24,16,no,delivered,4,41.52,Low,Yes,5,16,Medium,79
17277,delhivery,pharmacy,Scooter,Instant,east,clear,8.37,1.69,34,27,no,delivered,5,86.96,Medium,No,3,27,Medium,83
17278,fedex,clothing,Bike,Instant,west,stormy,4.84,7.93,29,21,no,delivered,4,58.72,Medium,No,3,21,Medium,81
17279,blue dart,groceries,Bike,Priority,south,stormy,3.88,5.99,26,18,yes,delayed,3,51.04,Low,Yes,4,18,Medium,80
17280,delhivery,automobile parts,EV Scooter,Instant,central,stormy,9.08,2.99,30,24,no,delivered,5,92.64,Low,No,3,24,Medium,85
17281,blue dart,electronics,EV Scooter,Priority,north,foggy,1.41,0.44,22,14,no,delivered,4,31.28,Low,Yes,3,14,Medium,81
17282,ekart,groceries,EV Scooter,Scheduled,south,clear,5.6,0.5,36,26,no,delivered,4,72.8,High,No,1,26,High,74
17283,fedex,fragile items,EV Scooter,Priority,central,stormy,1.75,6.2,18,18,no,delivered,5,34,Medium,Yes,5,18,Low,95
17284,ecom express,automobile parts,Scooter,Scheduled,west,foggy,1.17,6.37,15,13,yes,delayed,2,29.36,Low,Yes,3,13,Low,93
17285,blue dart,groceries,Scooter,Instant,south,rainy,0.72,2.28,25,20,no,delivered,4,33.76,High,Yes,4,20,Medium,81
17286,delhivery,automobile parts,EV Scooter,Priority,east,cold,2.04,1.9,20,12,no,delivered,5,36.32,Low,No,2,12,Medium,82
17287,blue dart,cosmetics,Scooter,Priority,north,rainy,6.18,2.82,19,19,no,delivered,5,69.44,Low,No,2,19,Low,98
17288,ekart,groceries,EV Scooter,Scheduled,east,cold,4.45,3.54,27,20,no,delivered,5,55.6,Medium,No,3,20,Medium,83
17289,blue dart,fragile items,Scooter,Priority,central,foggy,8.89,0.22,40,30,no,delivered,3,91.12,Medium,Yes,5,30,High,75
17290,ekart,fragile items,Bike,Scheduled,south,rainy,7.01,7.1,34,25,yes,delayed,3,76.08,Medium,No,4,25,High,78
17291,ecom express,documents,Bike,Scheduled,central,cold,7.55,2.83,31,22,yes,delayed,3,80.4,Low,No,4,22,High,78
17292,dhl,electronics,Bike,Priority,west,cold,4.96,6.32,21,17,no,delivered,5,59.68,Low,No,2,17,Medium,90
17293,shadowfax,fragile items,Scooter,Priority,north,cold,4.09,6.26,25,22,no,delivered,4,52.72,Medium,Yes,1,22,Low,93
17294,xpressbees,electronics,EV Scooter,Instant,east,foggy,6.28,2.26,29,27,no,delivered,5,78.24,High,No,3,27,Low,88
17295,blue dart,fragile items,Scooter,Priority,north,cold,8.68,5.52,33,28,no,delivered,4,89.44,Medium,No,1,28,Medium,89
17296,ekart,groceries,EV Scooter,Scheduled,south,hot,2.01,1.56,23,20,no,delivered,4,44.08,High,No,1,20,Low,88
17297,dhl,cosmetics,Scooter,Instant,north,foggy,7.62,1.85,26,22,yes,failed,1,80.96,Low,No,2,22,Medium,90
17298,fedex,pharmacy,Scooter,Priority,central,cold,5.54,3.61,23,21,no,delivered,5,64.32,Low,Yes,1,21,Low,95
17299,delhivery,electronics,Scooter,Scheduled,west,stormy,1.63,3.45,15,11,no,delivered,3,33.04,Low,No,1,11,Medium,91
17300,shadowfax,electronics,Scooter,Instant,south,rainy,7.96,6.18,28,26,no,delivered,5,83.68,Medium,No,3,26,Low,93
17301,ekart,pharmacy,Scooter,Scheduled,north,hot,3,4.82,19,20,no,delivered,5,44,Medium,Yes,3,20,Low,99
17302,ekart,furniture,Scooter,Instant,south,clear,8.5,1.7,37,30,yes,delayed,2,96,High,No,3,30,Medium,78
17303,shadowfax,electronics,EV Scooter,Scheduled,south,rainy,7.55,2.52,30,25,no,delivered,4,80.4,Low,Yes,2,25,Medium,88
17304,ecom express,automobile parts,Scooter,Priority,north,foggy,8.3,1.24,39,30,yes,delayed,3,94.4,High,No,3,30,High,74
17305,amazon logistics,documents,Bike,Instant,north,stormy,1.14,5.48,22,13,no,delivered,5,29.12,Low,Yes,1,13,High,81
17306,ecom express,fragile items,Scooter,Scheduled,west,stormy,4.18,4.72,25,19,no,delivered,5,53.44,Low,Yes,4,19,Medium,84
17307,dhl,clothing,Bike,Scheduled,west,hot,2.04,5.36,23,15,no,delivered,5,36.32,Low,Yes,4,15,Medium,80
17308,blue dart,documents,EV Scooter,Instant,south,stormy,5.89,1.43,24,26,yes,delayed,2,67.12,Medium,Yes,4,26,Low,100
17309,blue dart,furniture,EV Scooter,Scheduled,south,stormy,8.11,1.01,34,30,no,delivered,4,92.88,High,No,5,30,Medium,82
17310,dhl,furniture,Scooter,Scheduled,central,hot,2.43,2.77,23,19,no,delivered,3,39.44,Medium,Yes,4,19,Medium,88
17311,ekart,pharmacy,EV Scooter,Priority,south,stormy,1.63,4.68,26,19,no,delivered,4,41.04,High,No,1,19,Medium,80
17312,blue dart,clothing,Scooter,Priority,west,cold,5.13,4.71,27,28,no,delivered,4,69.04,High,Yes,1,28,Low,96
17313,blue dart,documents,EV Scooter,Priority,central,foggy,5.26,4.67,25,24,yes,delayed,2,62.08,Medium,Yes,2,24,Low,96
17314,blue dart,documents,EV Scooter,Priority,central,clear,3.99,3.29,17,19,no,delivered,3,51.92,Medium,No,2,19,Low,100
17315,shadowfax,groceries,EV Scooter,Scheduled,central,stormy,5.79,6,29,25,yes,failed,1,66.32,Medium,Yes,2,25,Medium,90
17316,fedex,automobile parts,EV Scooter,Priority,north,cold,4,3.72,22,23,yes,delayed,2,60,High,No,2,23,Low,95
17317,delhivery,furniture,Bike,Scheduled,central,rainy,8.49,0.47,37,27,yes,delayed,2,87.92,Medium,No,5,27,High,75
17318,shadowfax,automobile parts,Scooter,Scheduled,west,clear,8.49,4.17,23,23,no,delivered,5,87.92,Low,No,2,23,Low,98
17319,amazon logistics,documents,EV Scooter,Instant,south,foggy,9.12,3,26,27,no,delivered,4,92.96,Low,Yes,5,27,Low,97
17320,dhl,documents,Scooter,Instant,central,cold,4.87,2.29,27,24,no,delivered,5,58.96,Medium,Yes,2,24,Low,92
17321,ekart,electronics,Scooter,Scheduled,south,rainy,7.65,5.94,37,30,yes,delayed,2,89.2,High,No,2,30,Medium,79
17322,ekart,clothing,Scooter,Priority,central,hot,8.96,1.08,39,30,no,delivered,3,99.68,High,No,5,30,High,72
17323,dhl,documents,EV Scooter,Instant,east,rainy,4.14,4.18,28,26,yes,delayed,3,61.12,High,Yes,5,26,Low,86
17324,ekart,groceries,Bike,Priority,west,hot,7.15,3.57,38,28,no,delivered,3,77.2,Medium,Yes,5,28,High,75
17325,ecom express,cosmetics,Bike,Scheduled,east,rainy,9.33,4.91,27,28,yes,delayed,2,94.64,Low,Yes,4,28,Low,98
17326,ecom express,furniture,Scooter,Scheduled,central,cold,1.3,5.36,21,17,no,delivered,5,30.4,Medium,Yes,2,17,Medium,90
17327,dhl,cosmetics,EV Scooter,Scheduled,east,foggy,5.37,5.12,27,21,yes,delayed,2,62.96,Low,Yes,1,21,Medium,87
17328,ecom express,electronics,Scooter,Scheduled,north,clear,4.24,0.31,35,27,yes,delayed,3,61.92,High,Yes,5,27,Medium,74
17329,amazon logistics,automobile parts,Scooter,Instant,central,cold,3.94,5.49,31,26,no,delivered,3,59.52,High,Yes,5,26,Medium,80
17330,delhivery,clothing,Bike,Scheduled,north,stormy,3.38,2.15,25,17,no,delivered,4,47.04,Low,Yes,4,17,Medium,80
17331,fedex,electronics,Bike,Priority,west,clear,3.23,5.68,13,14,no,delivered,5,45.84,Low,No,1,14,Low,100
17332,shadowfax,groceries,EV Scooter,Scheduled,east,foggy,7.75,3.09,28,29,yes,delayed,2,82,Medium,Yes,3,29,Low,99
17333,dhl,pharmacy,Scooter,Instant,west,cold,2.92,2.6,27,20,yes,failed,1,43.36,Medium,Yes,1,20,Medium,85
17334,fedex,documents,Scooter,Instant,south,foggy,6.73,1.28,29,30,no,delivered,4,81.84,High,Yes,1,30,Low,96
17335,fedex,clothing,Scooter,Scheduled,south,cold,4.69,3.52,23,19,no,delivered,5,57.52,Low,Yes,1,19,Medium,91
17336,xpressbees,fragile items,Bike,Priority,central,stormy,4.6,1.87,30,23,yes,failed,1,56.8,Medium,Yes,4,23,Medium,82
17337,ekart,fragile items,Scooter,Instant,north,clear,9.81,6.12,24,26,no,delivered,3,98.48,Low,No,1,26,Low,100
17338,shadowfax,cosmetics,Scooter,Priority,north,stormy,7.01,2.56,35,30,no,delivered,5,84.08,High,Yes,5,30,Medium,80
17339,ekart,clothing,Bike,Priority,east,clear,6.24,4.4,26,27,no,delivered,3,77.92,High,No,3,27,Low,94
